time,tem,hum,pre,rad,ConfirmedCases,Diff,Res,SPred
2018-06-01,19.66819444,93.52916667,0.87375,70.62222222,35,8.0,-1.1598457227347012,
2018-07-01,20.31384409,95.43817204,0.932123656,50.12634409,20,-15.0,-26.69407930577239,
2018-08-01,20.32567204,94.79973118,0.670026882,62.01344086,15,-5.0,-21.981216937270958,
2018-09-01,19.31986111,92.72361111,0.996805556,79.41111111,21,6.0,0.7637768363547792,
2018-10-01,14.40067204,86.61424731,0.119758065,120.141129,36,15.0,19.184101217674765,
2018-11-01,11.80430556,85.59722222,0.063472222,104.5083333,4,-32.0,-12.423578802393031,
2018-12-01,8.188037634,79.75268817,0.05094086,100.1142473,39,35.0,30.08756959033229,
2019-01-01,6.5625,75.58467742,0.027956989,131.0362903,112,73.0,72.76639123211356,
2019-02-01,7.448214286,86.91517857,0.194642857,94.39285714,44,-68.0,-34.357703145882894,
2019-03-01,10.13413978,89.33736559,0.22688172,112.6182796,92,48.0,12.765331046861903,
2019-04-01,14.21833333,89.07361111,0.337638889,114.6763889,58,-34.0,-17.978790100021342,
2019-05-01,17.17123656,91.58602151,0.485349462,91.28225806,30,-28.0,-12.896539995438793,
2019-06-01,19.70319444,91.8,1.015277778,90.80416667,39,9.0,7.544907947164603,
2019-07-01,20.20537634,95.35349462,1.439112903,49.03091398,129,90.0,74.4725525216089,
2019-08-01,20.53534946,92.19489247,0.495833333,92.97177419,80,-49.0,-19.83695474103996,
2019-09-01,18.96888889,94.68472222,0.729861111,53.27777778,47,-33.0,-19.124686665100043,
2019-10-01,16.00591398,88.91801075,0.134139785,93.57258065,17,-30.0,-36.50131007648221,
2019-11-01,14.00069444,87.43333333,0.083194444,86.69166667,11,-6.0,-11.027480765621,
2019-12-01,8.408602151,81.62768817,0.036827957,95.61424731,3,-8.0,-5.950014093706272,
2020-01-01,5.85483871,82.43413978,0.068413978,93.41935484,21,18.0,-8.562500739050115,
2020-02-01,7.269683908,86.24281609,0.119827586,113.0977011,52,31.0,22.3282463539651,
2020-03-01,10.65013441,90.28225806,0.232258065,116.483871,31,-21.0,-36.26015204442915,
2020-04-01,12.85152778,91.13333333,0.455555556,118.9694444,0,-31.0,-34.47401471409837,
2020-05-01,16.25981183,91.58736559,0.688575269,95.66666667,0,0.0,-8.2586708331945,
2020-06-01,19.48236111,95.40416667,1.343611111,60.60694444,0,0.0,-4.290582838895785,
2020-07-01,20.06196237,97.65994624,1.653763441,27.87231183,0,0.0,-22.451375532683954,
2020-08-01,20.65,93.00537634,0.693817204,81.9516129,0,0.0,-24.508985966012773,
2020-09-01,19.64902778,95.16944444,1.12875,52.01805556,0,0.0,-3.3685429743264517,
2020-10-01,18.10416667,85.20430108,0.1,121.0188172,0,0.0,3.1215068496981644,
2020-11-01,12.32222222,82.29444444,0.036388889,115.8333333,0,0.0,1.186467212599057,
2020-12-01,9.864919355,83.44086022,0.031451613,89.34543011,0,0.0,-2.0641666912817946,
2021-01-01,9.013978495,84.68010753,0.060887097,80.87365591,0,0.0,-17.04147284085314,
2021-02-01,9.439285714,82.2485119,0.077232143,126.5982143,0,0.0,-14.568496821635337,
2021-03-01,11.61182796,89.68145161,0.272580645,122.8817204,0,0.0,-38.902514013250446,
2021-04-01,13.65416667,87.48055556,0.249444444,145.0222222,0,0.0,0.9381161030353102,
2021-05-01,16.95860215,92.58064516,0.445967742,80.21908602,0,0.0,6.063809717386232,
2021-06-01,19.64736111,94.04722222,0.842638889,76.29444444,0,0.0,-6.801586553808478,
2021-07-01,20.30537634,95.34677419,0.837903226,54.23790323,0,0.0,-18.571063419170944,
2021-08-01,20.10483871,96.1733871,1.258333333,41.89784946,0,0.0,-14.833790240181587,
2021-09-01,19.14291667,91.20972222,0.245416667,103.9222222,0,0.0,-6.69910621217371,
2021-10-01,17.38803763,89.52956989,0.397177419,104.7594086,0,0.0,5.529791653439382,
2021-11-01,12.13013889,87.04305556,0.036944444,96.90555556,0,0.0,9.486614459479624,
2021-12-01,9.427688172,82.43145161,0.045430108,98.98521505,0,0.0,-4.570706746797863,
2022-01-01,4.939112903,84.60887097,0.055510753,110.5,0,0.0,-16.313327608792136,
2022-02-01,5.435267857,87.41666667,0.184970238,104.0327381,44,44.0,37.966012903731944,
2022-03-01,12.88225806,84.65860215,0.147311828,144.4005376,0,-44.0,-60.35666830532739,
2022-04-01,15.60819444,90.85,0.43125,85.53055556,8,8.0,1.6375156352985796,
2022-05-01,17.3422043,90.60349462,0.439516129,110.1935484,3,-5.0,9.548181495150088,
2022-06-01,19.11583333,95.69722222,1.698472222,41.07638889,0,-3.0,-9.997366650077138,
2022-07-01,20.54677419,91.94758065,0.698252688,87.55241935,1,1.0,,20.68663133625984
2022-08-01,20.54919355,93.25268817,0.612096774,87.10349462,0,-1.0,,18.827288509651392
2022-09-01,18.86152778,94.24305556,0.600972222,71.36527778,36,36.0,,17.898560650923258
2022-10-01,16.28561828,87.90994624,0.362768817,103.1344086,148,112.0,,12.23290424838277
2022-11-01,12.54236111,81.55972222,0.011666667,129.4222222,83,-65.0,,-2.5965014958813164
2022-12-01,10.00430108,85.5188172,0.037096774,96.14247312,38,-45.0,,2.839705823335631
2023-01-01,8.763306452,79.79569892,0.033602151,101.8548387,25,-13.0,,21.316690582405137
2023-02-01,9.388541667,87.93452381,0.158779762,96.32886905,38,13.0,,17.5315948749345
2023-03-01,10.70443548,90.1733871,0.255510753,117.1115591,39,1.0,,39.49293282263066
2023-04-01,13.83027778,88.70416667,0.356527778,120.6333333,101,62.0,,30.159267479883574
2023-05-01,15.88938172,88.24865591,0.332258065,134.4704301,61,-40.0,,10.006379366066673
2023-06-01,19.24458333,92.53611111,1.066111111,88.33888889,47,-14.0,,11.457118687626284
